DE;EN
IST_SPC_38;ACT_SPC_38
IST_SPC_37;ACT_SPC_37
IST_SPC_36;ACT_SPC_36
IST_SPC_35;ACT_SPC_35
IST_SPC_34;ACT_SPC_34
IST_SPC_33;ACT_SPC_33
IST_SPC_32;ACT_SPC_32
IST_SPC_31;ACT_SPC_31
IST_SPC_30;ACT_SPC_30
IST_SPC_2;ACT_SPC_2
IST_SPC_29;ACT_SPC_29
IST_SPC_28;ACT_SPC_28
IST_SPC_27;ACT_SPC_27
IST_SPC_26;ACT_SPC_26
IST_SPC_25;ACT_SPC_25
IST_SPC_24;ACT_SPC_24
IST_SPC_23;ACT_SPC_23
IST_SPC_22;ACT_SPC_22
IST_SPC_21;ACT_SPC_21
IST_SPC_20;ACT_SPC_20
IST_SPC_1;ACT_SPC_1
IST_SPC_19;ACT_SPC_19
IST_SPC_18;ACT_SPC_18
IST_SPC_17;ACT_SPC_17
IST_SPC_16;ACT_SPC_16
IST_SPC_15;ACT_SPC_15
IST_SPC_14;ACT_SPC_14
IST_SPC_13;ACT_SPC_13
IST_SPC_12;ACT_SPC_12
IST_SPC_11;ACT_SPC_11
IST_SPC_10;ACT_SPC_10
IST_SPC_0;ACT_SPC_0
IST_PRZ;CURR_PCNT
ISTWERT_PRZ;CURRVALUE_PCNT
ISTWERT_DIFF;CURRVALUE_DIFF
ISTWERT_ABS;CURRVALUE_ABS
ISTWERTINT;CURRVALUEINT
ISTWERT;CURR_VALUE
ISTTAKTPROSCHICHT;CURRCYCLETIMESHIFT
ISTTAKT;CURR_CYCLE
ISTSTUECKKUM;CURRPARTSCUM
ISTSTUECK;CURRPARTS
ISTSTANDZEIT_2;CURRLIFETIME_2
ISTSTANDZEITINT;CURRLIFETIMEINT
ISTSTANDZEIT;CURRLIFETIME
ISTSTANDZEIT2;CURRLIFETIME2
ISTLAUFZEIT;CURRRUNTIME
ISTAUSSTOSS;CURROUTPUT
IST;ACT
IPOS;IPOS
IPADRESSE;IPADDRESS
INVENTARNR;INVENTURYNO
INTERVALL_WERT5;INTERVAL_VALUE5
INTERVALL_WERT4;INTERVAL_VALUE4
INTERVALL_WERT3;INTERVAL_VALUE3
INTERVALL_WERT2;INTERVAL_VALUE2
INTERVALL_WERT1;INTERVAL_VALUE1
INTERVAL;INTERVAL
INPAUSE;INPAUSE
INOTIZ;INOTE
INLETNR;INLETNO
INKAPAZITAET;INCAPACITY
INFOR_LEITSTAND;INFOR_CONTROL
INFOFOLGE;INFOORDER
INFOFENSTERTOP;INFOWINDOWTOP
INFOFENSTERLEFT;INFOWINDOWLEFT
INFOFENSTER;INFOWINDOW
INC_MELDUNG;INC_MESSAGE
INBETRIEBDAT;INSTALLATIONDAT
IKIAS_LEITSTAND;IKIAS_CONTROL
IDNR;IDNO
HOEHE;HEIGHT
HILFSKRAFT;ASSISTANT
HILFELABEL;HELPLABEL
HILFEINDEX;HELPINDEX
HILFE;HELP
HERSTELLER_TEL;PRODUCER_TEL
HERSTELLER_STRASSE;PRODUCER_STREET
HERSTELLER_ORT;PRODUCER_LOCATION
HERSTELLER_FAX;PRODUCER_FAX
HERSTELLER_EMAIL;PRODUCER_EMAIL
HERSTELLER;PRODUCER
HALTBARKEIT;DURABILITY
HALLENSPIEGEL_SORT;SHOP FLOOR OVERV. SORT
HALLENSPIEGEL;SHOPFLOOROVERVIEW
HALLENPLAN_ERWEITERT;SHOPFLOOROV_EXTENDED
HALLENPLAN;SHOPFLOOROV
HALBAUTOMAT_DELAY_TIME;SEMIAUTOMATIC_DELAYTIME
HALBAUTOMATIK;SEMIAUTOMATIC
HALBAUTOMAT;SEMIAUTOMAT
GUT_STUNDEN;GOOD_HOURS
GUTTEILE;GOODPARTS
GUTMENGEDIFF;GOODAMOUNTDIFF
GUTMENGE;GOOD_PARTS
GRUPPE_WERKSKALENDER;GROUP_PLANTCALENDAR
GRUPPENR;GROUPNO
GRUPPENID;GROUP_ID
GRUPPENAME;GROUPNAME
GRUPPEN;GROUPS
GRUPPE;GROUP
GRUPPE9_S3;GROUP9_S3
GRUPPE9_S2;GROUP9_S2
GRUPPE9_S1;GROUP9_S1
GRUPPE8_S3;GROUP8_S3
GRUPPE8_S2;GROUP8_S2
GRUPPE8_S1;GROUP8_S1
GRUPPE7_S3;GROUP7_S3
GRUPPE7_S2;GROUP7_S2
GRUPPE7_S1;GROUP7_S1
GRUPPE6_S3;GROUP6_S3
GRUPPE6_S2;GROUP6_S2
GRUPPE6_S1;GROUP6_S1
GRUPPE5_S3;GROUP5_S3
GRUPPE5_S2;GROUP5_S2
GRUPPE5_S1;GROUP5_S1
GRUPPE4_S3;GROUP4_S3
GRUPPE4_S2;GROUP4_S2
GRUPPE4_S1;GROUP4_S1
GRUPPE3_S3;GROUP3_S3
GRUPPE3_S2;GROUP3_S2
GRUPPE3_S1;GROUP3_S1
GRUPPE2_S3;GROUP2_S3
GRUPPE2_S2;GROUP2_S2
GRUPPE2_S1;GROUP2_S1
GRUPPE1_S3;GROUP1_S3
GRUPPE1_S2;GROUP1_S2
GRUPPE1_S1;GROUP1_S1
GRUPPE15_S3;GROUP15_S3
GRUPPE15_S2;GROUP15_S2
GRUPPE15_S1;GROUP15_S1
GRUPPE14_S3;GROUP14_S3
GRUPPE14_S2;GROUP14_S2
GRUPPE14_S1;GROUP14_S1
GRUPPE13_S3;GROUP13_S3
GRUPPE13_S2;GROUP13_S2
GRUPPE13_S1;GROUP13_S1
GRUPPE12_S3;GROUP12_S3
GRUPPE12_S2;GROUP12_S2
GRUPPE12_S1;GROUP12_S1
GRUPPE11_S3;GROUP11_S3
GRUPPE11_S2;GROUP11_S2
GRUPPE11_S1;GROUP11_S1
GRUPPE10_S3;GROUP10_S3
GRUPPE10_S2;GROUP10_S2
GRUPPE10_S1;GROUP10_S1
GRUND_BUCHEN;BOOK_REASON
GRUNDZYKLUS;BASICCYCLE
GRUNDNR;REASONNO
GRUNDMATERIAL;BASICMATERIAL
GRUNDKONFIG;BASICCONFIG
GRUNDEINSTELLUNG;BASICSETTING
GRUND;REASON
GRENZEUNTEN;BORDERBOTTOM
GRENZERECHTS;BORDERRIGHT
GRENZEOBEN;BORDERTOP
GRENZELINKS;BORDERLEFT
GRAVUR;ENGRAVE
GRAF_STARTZEIT;GRAPH_STARTTIME
GRAFIK_FARBE;GRAPHIC_COLOR
GEWICHT_KG_TAG;WEIGHT_KG_DAY
GEWICHT_KG_SCHICHT;WEIGHT_KG_SHIFT
GEWICHT;WEIGHT
GES_STILL;SUM_DOWN
GESAMT_KAP;SUM_CAPACITY
GESAMTZEIT;SUMTIME
GESAMTSUMME;TOTAL
GESAMTSTILLSTAND;SUM_DOWNTIME
GESAMTRUESTZEIT;TOTALSETUPTIME
GESAMTPRZ;TOTALPCNT
GESAMTLAUFZEIT;TOTALRUNTIME
GESAMTGEWICHT_KG;WEIGTHSUM_KG
GESAMTGEWICHT;WEIGHTSUM
GESAMTCONFIG;TOTALCONFIG
GESAMTAUSSCHUSS;SCRAP TOTAL
GEPRUEFTINT;CHECKEDINT
GEPRUEFT;TESTED
GEPL_STILL;SCHED_DOWN
GEPLANTP;SCHEDP
GEPLANT;SCHEDULED
GELOESCHT;DELETED
GEHTSTR;STOPSTR
GEHTDATUMZEIT;STOPDATETIME
GEHT;STOP
GEDRUCKT;PRINTED
GEBUCHTVON;BOOKEDBY
GEBUCHTE_STILLSTAENDEPRZ;BOOKED_DOWNTIMESPCNT
GEBUCHT;BOOKED
GARANTIEDAT;WARRANTYDAT
FUNNOTIZ;FUNNOTE
FUNKTION;FUNCTION
FRUEHESTE_START;EARLIEST_START
FREMDMATERIAL;EXTERNALMATERIAL
FREI_M;IDLE_L
FREI_M;FREE_M
FREI_INT_3;FREE_INT_3
FREI_INT_2;FREE_INT_2
FREI_INT_1;FREE_INT_1
FREIGABE_TASTER_PROT;RELEASE_SWITCH_LOG
FREIGABEZEIT;RELEASETIME
FREIGABESTART;RELEASESTART
FREI5;FREE5
FREI4;FREE4
FREI3;FREE3
FREI2;FREE2
FREI1;FREE1
FORMEN_EINFACH;FORMS_SIMPLE
FORMAT_ZUSATZ;FORMAT_APPEND
FORM;TOOL
FOLGENDENR;FOLLOWINGNO
FOLGEAUFTRAG_AUTOSTART;FOLLOWINGJOB_AUTOSTART
FIRMENZUSATZ;COMPANYAPPEND
FIRMENNAME;COMPANYNAME
FIRMA;COMPANY
FESTGESETZT;FIXED
FESTDATUM;FIXDATE
FERTIGUNGSZEIT_SOLL;PRODUCTIONTIME_STD
FERTIGUNGSZEIT_IST;PRODUCTIONTIME_CURR
FERTIGUNGSART;PRODUCETYPE
FENSTER_NAME;WINDOW_NAME
FENSTERSETUP;WINDOWSETUP
FENSTERID;WINDOWID
FENSTERGRID;WINDOWGRID
FENSTER;WINDOW
FELD;FIELD
FEHLERNR_DYN;ERRORNO_DYN
FEHLERAKTION;ERRORACTION
FEHLER;ERROR
FAUFTRAG_GEDRUCKT;FJOB_PRINTED
FARBNR;COLNO
FARBLISTE;COLORLIST
FARBE_PFLICHTFELD;COLOR_REQIREDFIELD
FARBEWOCHENENDE;COLORWEEKEND
FARBETERMINIERT;COLORTIMED
FARBERUEST;COLORSETUP
FARBEPANEL;COLORPANEL
FARBEOPTIMIERT;COLOROPTIMIZE
FARBENR;COLORNO
FARBEN;COLORS
FARBELIEFEGUT;COLORDELIVOK
FARBELIEFE2;COLORDELEV2
FARBELIEFE1;COLORDELEV1
FARBEKALENDER;COLORCALENDAR
FARBEGRUND;COLORREASONS
FARBEERPFREI;COLORERPCLEAN
FARBEARBEITSFREI;COLORIDLETIME
FARBE;COLOR
FARBDOSIERUNG;COLORDOSEAGE
FARBBSTARTSTR;COLORDELSTARTSTR
FARBBEZEICHNUNG;COLORDESCRIPTION
FARBBEREITZEITFETT;COLORDELTIMEBOLD
FARBBEREITZEIT;COLORREADYTIME
EXPORTZEIT;EXPORTTIME
EXPORTIERT;EXPORTED
EVENTS;EVENTS
ETIKETT_UN_ZULASSUNG;LABEL_UN_PERMISSION
ETIKETT_PROD;LABEL_PROD
ETIKETT_NR;LABEL_NO
ETIKETT_CHNR;LABEL_CHNR
ETIKETTEN_AENDERN;CHANGE_LABELS
ETIKETTENTYP;LABELTYPE
ETIKETTENDRUCK_P;LABELPRINT_p
ETIKETTENDRUCK;LABELPRINT
ETIKETTENABSTAND;LABEL_GAP
ETIKETT;LABEL
ETIKETT9;LABEL9
ETIKETT8;LABEL8
ETIKETT7;LABEL7
ETIKETT6;LABEL6
ETIKETT5;LABEL5
ETIKETT4;LABEL4
ETIKETT3;LABEL3
ETIKETT2;LABEL2
ETIKETT1;LABEL1
ERZEUGT;CREATED
ERSTERSTART;FIRSTSTART
ERSTERFEHLERTIME;FIRSTERRORTIME
ERSTERFEHLER;FIRSTERROR
ERSTELLUNGSDATUM;CREATINGDATE
ERSTELLER;CREATOR
ERSTELLDATUM;CREATEDATE
ERRORLISTNO;ERRORLISTNO
ERPTERMINIERT;ERPTIMED
ERPSTART;EPRSTART
ERPSTAMMDATEN;ERPMASTERDATA
ERPMELDUNG;ERPMESSAGE
ERPMASCHINE;ERPMACHINE
ERPLIZENZ;ERPLICENSE
ERPGRUPPE;ERPGROUP
ERLEDIGT_VOM;AGREED_BY
ERLEDIGTVON;DONE_BY
ERLEDIGTUM;DONE_AT
ERLEDIGTAM;DONEAT
ERLEDIGT;DONE
ERFASSUNGSART;LOGTYPE
ENTNAHMEDATUMSTR;REMOVALDATESTR
ENTNAHMEDATUM;REMOVALDATE
ENDZEIT;ENDTIME
ENDE_AUS_VERPACKT;END_FROM_PACKED
ENDE_AUS_ISTTAKT_ISTKAV;END_FROM_CURRCYC_CURRCAV
ENDE_AUS_ISTTAKT;END_FROM_CURRCYC
ENDETERMIN;ENDAPPOINT
ENDESTATUSDATUM;ENDSTATUSDATE
ENDESTATUS;ENDSTATUS
ENDEREPINT;ENDREPINT
ENDEREP;ENDREP
ENDENR;ENDNO
ENDENEU;ENDNEW
ENDEDATUMZEIT;END_DATETIME
ENDEDATUMPLUS;ENDDATEPLUS
ENDEDATUM;ENDDATE
ENDEALT;ENDOLD
ENDE;END
ENDDATUMZEIT;ENDDATETIME
ENDDATUMSTR;ENDDATESTR
ELEMENTNR;ELEMENTNO
EINTRAGSDATUM;ENTRYDATES
EINTRAGDATUM;ENTRYDATE
EINSTELLDATENVERWALTUNG_P;SETUPDATAADMINISTRATION_P
EINSTELLDATENVERWALTUNG;SETUPDATAADMINISTRATION
EINSTELLDATENTYP;SETUPDATATYPE
EINSTELLDATEN;SETUP_DATA
EINSATZDAUERINT;RUNTIMEINT
EINSATZDAUER;RUN_TIME
EINRICHTER;SETTER
EINHEITSGEWICHT;STDWEIGHT
EINHEITNR;UNIT_NO
EINHEITEN;UNITS
EINHEIT;UNIT
EINBAUHOEHE;INSTALLHEIGHT
EIGENSCHAFT;PROPERTY
EFF_OEE_PRZ;EFF_OEE_PCNT
EFF_NUTZ_PRZ;EFF_USE_PCNT
EFF_NUTZUNG;EFF_UTILIZATION
EFF_KAP_PRZ;EFF_CAP_PCNT
EFF_KAP;EFF_CAP
EFFEKTSCHICHT3;EFFSHIFT3
EFFEKTSCHICHT2;EFFSHIFT2
EFFEKTSCHICHT1;EFFSHIFT1
EFFEKTIVITAETINT;EFFICIENCYINT
EFFEKTIVITAET;EFFICENCY
EDV_MASCHINE;SDA_MACHINE
EDV_LOG;SDA_LOG
EDV_COMM;SDA_COMM
EDV_ARTIKEL;SDA_PART
EAN13;EAN13
EAN128;EAN128
DURCH2;AVG2
DURCH1;AVG1
DUPLONR;DUPLONO
DS_SOLL;DS_STD
DRUCK_RUECK;PRES_BACK
DRUCKPALETTENR;PRINTPALLETTNO
DRUCKNR;PRINTNO
DRUCKFREIGABE;PRINTRELEASE
DRUCKERNR;PRINTERNO
DRUCKBESCHREIBUNG;PRESSUREDESCRIPTION
DRUCK50;PRES50
DOWNTIMEEXPORT;DOWNTIMEEXPORT
DOSIERWEG;DOSEPATH
DOSIERUNG;DOSAGE
DOPPELWERKZEUGE;DOUBLEMOLDS
DOPPELWERKZEUG;DOUBLEMOLD
DIREKTDRUCK;DIRECTPRINT
DIFF_SOLL_IST;DIFF_STD_CUR
DIFFPZ;DIFFPCNT
DIFFERENZLISTE;DIFFERENCELIST
DIFFERENZINT;DIFFERENCEINT
DIFFERENZ;DIFFERENCE
DIFF;DIFF
DETAIL;DETAIL
DELZYKLUS;DELCYCLE
DELAY_TIME;DELAY_TIME
DELART;DELTYPE
DEFSTILLSTAND;DEFDOWNTIME
DAUERSTR;DURATIONSTRG
DAUERINT;DURATIONINT
DAUER;DURATION
DATUMZEITSTR;DATETIMESTRG
DATUMZEIT;DATETIME
DATUMSTR;DATESTRG
DATUMSCHICHT;DATESHIFT
DATUMINT;DATEINT
DATUM;DATE
DATETIMEMESSAGE;DATETIMEMESSAGE
DATENLOESCHEN;DELETEDATA
DATENEXPORT;DATAEXPORT
DATENBLOCK;DATA_BLOCK
DATENBANK;DATABASE
DATEN;DATA
DATEI;FILE
CP_WERT_TEMP2INT;CP_VALUE_TEMP2INT
CP_WERT_TEMP2;CP_VALUE_TEMP2
CP_WERT_TEMP1INT;CP_VALUE_TEMP1INT
CP_WERT_TEMP1;CP_VALUE_TEMP1
CP_WERT_SPRITZDRUCKINT;CP_VALUE_INJPRESINT
CP_WERT_SPRITZDRUCK;CP_VALUE_INJPRESSURE
CP_WERT_SPEEDINT;CP_VALUE_SPEEDINT
CP_WERT_SPEED;CP_VALUE_SPEED
CP_WERT_NACHDRUCKINT;CP_VALUE_POSTPRESINT
CP_WERT_NACHDRUCK;CP_VALUE_POSTPRES
CP_SPRITZDRUCK;CP_INJPRES
CP_NACHDRUCK;CP_POSTPRES
CPK_WERT_TEMP2INT;CPK_VALUE_TEMP2INT
CPK_WERT_TEMP2;CPK_VALUE_TEMP2
CPK_WERT_TEMP1INT;CPK_VALUE_TEMP1INT
CPK_WERT_TEMP1;CPK_VALUE_TEMP1
CPK_WERT_SPRITZDRUCKINT;CPK_VALUE_INJPRESINT
CPK_WERT_SPRITZDRUCK;CPK_VALUE_INJPRESSURE
CPK_WERT_SPEEDINT;CPK-VALUE_SPEEDINT
CPK_WERT_SPEED;CPK_VALUE_SPEED
CPK_WERT_NACHDRUCKINT;CPK_VALUE_POSTPRESINT
CPK_WERT_NACHDRUCK;CPK_VALUE_POSTPRES
CPK_SPRITZDRUCK;CPK_INJPRES
CPK_NACHDRUCK;CPK_POSTPRES
CO_MELDUNG;CO_MESSAGE
CONTROLLING_ZUSATZ_REPORT;REPORTING_APPEND_REPORT
CONTROLLING_P;REPORTING_P
CONTROLLINGVIEW;REPORTINGVIEW
CONTROLLINGVIEW2;REPORTINGVIEW2
CONTROLLING;REPORTING
COM_MANUELL;COM_MANUAL
COMTASHILFE;COMTASHELP
CHARGENNR;CHARGENO
CHANGE_ART;CHANGE_KIND
CGI_ANZEIGE;SHOW_CGI
CGI_ANZEIGE;CGI_DISPLAY
BUCHUNGSPROT;BOOKINGLOG
BREITE;WIDTH
BOXNR;BOX_NO
BOXENFERTIG;BOXEN_FINISHED
BIS_DATUM;UNTIL_DATE
BEZ_WERT5;DESC_VAL5
BEZ_WERT4;DESC_VAL4
BEZ_WERT3;DESC_VAL3
BEZ_WERT2;DESC_VAL2
BEZ_WERT1;DESC_VAL1
BEZEICHNUNG_PLAN;DESCRIPTION_SCHED
BEZEICHNUNG;DESCRIPTION
BEZEICHNUNG5;DESCRIPTION5
BEZEICHNUNG4;DESCRIPTION4
BEZEICHNUNG3;DESCRIPTION3
BEZEICHNUNG2;DESCRIPTION2
BEZEICHNUNG1;DESCRIPTION1
BETR_AUFTRAG;WORK_ORDER
BETRIEBSSTUNDEN;OPERATING_HOURS
BETRIEBSAUFTRAG_NR;WO_NO
BETRIEBSAUFTRAGNR_PLAN;WORKORDERNUMBER_SCHED
BETRIEBSAUFTRAGNR;WORKORDERNO
BETRIEBSAUFTRAG;WORKORDER
BETRIEBSART;OPERATION_MODE
BETRIEBAUFTRAGNR;WORKORDER_NO
BETREIBSAUFTRAGNR;WORKORDER_NUMBER
BETRACHTUNGSZEITRAUM;VIEWPERIOD
BESTAND;INVENTORY
BEREITZEITFETT;READYTIMEBOLD
BEREITZEIT;READYTIME
BEREITSTELLUNGSZEIT;PREPARATIONTIME
BEREITAMSTR;DISPOSEDTOSTR
BEREITAM;DISPOSEDTO
BENUTZERDB;USERDB
BENUTZER;USER
BEMERKUNG;NOTICE
BEMERKUNG3;NOTICE3
BEMERKUNG2;NOTICE2
BEMERKUNG1;NOTICE1
BEGINNENMIT;STARTWITH
BEDIENERNR;OPERATORNO
BEDIENER;OPERATOR
BEDARFSLISTEN_NACHBETRACHTUNG;REQLISTS_POSTVIEWING
BCLESERNR;BCREADERNO
BCLESER;BCREADER
BCLAGER;BCSTOCK
BCD_SCHALTER;BCD_SWITCH
BCDRUCK_PUFFER;BCPRINT_BUFFER
BCDRUCK_GRID;BCPRINT_GRID
BCDRUCKPROT;BCPRINTLOG
BCDRUCK;BCPRINT
BAUTEILE;COMPONENTS
BAUJAHR;CONSTYEAR
BARCODE_LAGER;BARCODE_STOCK
BARCODE_DRUCK;BARCODE_PRINT
BARCODEPZEWERKSTATT;BARCODEWTLSHOPFLOOR
BARCODEPROT;BARCODELOG
BARCODELAGERWERKSTATT;BARCODESTOCKSHOPFLOOR
BARCODE;BARCODE
BANR;WONO
A_UNGEPLANT;J_UNSCHEDULED
A_SOLLLAUFZEIT;J_STDRUNTIME
A_RUESTEN_UNGEPL;J_SETUP_UNSCHED
A_RUESTEN_GEPL;J_SETUP_SCHED
A_RUESTEN;J_SETUP
A_NICHTGEBUCHT_UNGEPL;J_NOTBOOKED_UNSCHED
A_NICHTGEBUCHT_GEPL;J_NOTBOOKED_SCHED
A_NICHTGEBUCHT;J_NOTBOOKED
A_LOGISTIK_UNGEPL;J_LOGISTICS_UNSCHED
A_LOGISTIK_GEPL;J_LOGISTICS_SCHED
A_LOGISTIK;J_LOGISTIC
A_ISTLAUFZEIT;J_CURR_RUNTIME
A_GEPLANT;J_SCHEDULED
A_GANG;W_STAGE
A_ANLAGENAUSFALL_UNGEPL;J_SYSTEMFAILURE_UNSCHED
A_ANLAGENAUSFALL_GEPL;J_SYSTEMFAILURE_SCHED
A_ANLAGENAUSFALL;J_SYSTEM_FAILURE
AUTOTERMINIERUNG_ENABLED;AUTOSCHEDULING_ENABLED
AUTOTERMINIERUNG;AUTOSCHEDULING
AUTOSTARTBEI;AUTOSTART
AUTORUESTEN;AUTOSETUP
AUTOBUCHUNG;AUTOBOOKING
AUTOAUSSCHUSS;AUTOSCRAP
AUSTEMP2;OUTTEMP2
AUSTEMP1;OUTTEMP1
AUSSPRITZDRUCK;OUTINJPRES
AUSSCHUSS_VON_IST;SCRAP_FROM_CURR
AUSSCHUSS_PROTOKOLL;SCRAP_LOG
AUSSCHUSS_PROT;SCRAPLOG
AUSSCHUSS_PLUS_SOLLWERT;SCRAP_PLUS_STD
AUSSCHUSS_GRUNDE;SCRAP_REASONSS
AUSSCHUSS_GRUND;SCRAP_REASON
AUSSCHUSSRECHN;SCRAPCOUNT
AUSSCHUSSPRZ;SCRAP_PCNT
AUSSCHUSSPRZ2;SCRAP_PCNT2
AUSSCHUSSPRZ1;SCRAP_PCNT1
AUSSCHUSSPLUS;SCRAP_PLUS
AUSSCHUSSINT;SCRAPINT
AUSSCHUSS;SCRAP
AUSNACHDRUCK;OUTPOSTPRES
AUSFALLZEIT;LOSSTIME
AUSFALLARTIKEL;DOWNTIME_PART
AUFTRAG_UNTERBRECHUNG;INTERRUPT_JOB
AUFTRAG_RUESTEN;JOB_SETUP
AUFTRAG_OFFLINE_DAUERN;JOB_OFFLINE_DURATION
AUFTRAG_NR;JOB_NO
AUFTRAG_FREIGABE_ERP;JOB_RELEASE_ERP
AUFTRAG_FREIGABE;JOB_RELEASE
AUFTRAG_AUTOMATIK_START;AUTOMATIC_JOB_START
AUFTRAG_ABSCHLIESSEN;CLOSE_JOB
AUFTRAGSTATUS;JOB_STATUS
AUFTRAGSTAT;JOBSTATUS
AUFTRAGSTART_BARCODE;JOB_START_BARCODE
AUFTRAGSTARTPROT;JOBSTARTLOG
AUFTRAGSTART;JOB_START
AUFTRAGSSTATISTIK_EXT;JOBSTATISTICS_EXT
AUFTRAGSSTATISTIK;JOBSTATISTICS
AUFTRAGSNR;JOB_NUMBER
AUFTRAGSENDE_CLOSE;JOBFINISH_CLOSE
AUFTRAGNR_PLAN;JOBNO_SCHED
AUFTRAGNR_EXTERN;JOBNO_EXTERNAL
AUFTRAGNR;JOBNO
AUFTRAGHEIGHT;JOB_HEIGHT
AUFTRAGENDE;JOB_END
AUFTRAGEINGEBEN_MDE;JOB_ENTER_RTM
AUFTRAGEIN2;JOB_ENTER2
AUFTRAG;JOB
AS_SOLL;AS_STD
ASTART;ASTART
ARTIKEL_LOG;PART_LOG
ARTIKEL_LAYOUT;PART_LAYOUT
ARTIKEL_EINSTELLDATEN;PART_SETUPDATA
ARTIKELZYKLUS;PARTCYCLE
ARTIKELNUMMER;PARTNUMBER
ARTIKELNR;PART_NO
ARTIKEL;PART
ARTDRUCK;PARTPRINT
ART;KIND
ARCHIV;ARCHIVE
ARBEITSGANGPOS;OPERATIONPOS
ARBEITSGANG;WORKSTAGE
ARBEITSGANG3;OPERATION3
ARBEITSGANG2;OPERATION2
ARBEITSGANG1;OPERATION1
ARBEITSFREI;IDLETIME
ARBEITSDAUER3;WORKDURATION3
ARBEITSDAUER2;WORKDURATION2
ARBEITSDAUER1;WORKDURATION1
ARBEITSANWEISUNG;WORKINSTRUCTIONS
APPLICATION;APPLICATION
APNR;APNO
ANZ_TEMP2INT;CNT_TEMP2INT
ANZ_TEMP1INT;CNT_TEMP1INT
ANZ_STOPS;CNT_STOPS
ANZ_SPRITZDRUCKINT;CNT_INJPRESINT
ANZ_SPEEDINT;CNT_SPEEDINT
ANZ_NACHDRUCKINT;CNT_POSTPRESINT
ANZ_MIN_SPC_9;CNT_MIN_SPC_9
ANZ_MIN_SPC_8;CNT_MIN_SPC_8
ANZ_MIN_SPC_7;CNT_MIN_SPC_7
ANZ_MIN_SPC_6;CNT_MIN_SPC_6
ANZ_MIN_SPC_5;CNT_MIN_SPC_5
ANZ_MIN_SPC_4;CNT_MIN_SPC_4
ANZ_MIN_SPC_40;CNT_MIN_SPC_40
ANZ_MIN_SPC_3;CNT_MIN_SPC_3
ANZ_MIN_SPC_39;CNT_MIN_SPC_39
ANZ_MIN_SPC_38;CNT_MIN_SPC_38
ANZ_MIN_SPC_37;CNT_MIN_SPC_37
ANZ_MIN_SPC_36;CNT_MIN_SPC_36
ANZ_MIN_SPC_35;CNT_MIN_SPC_35
ANZ_MIN_SPC_34;CNT_MIN_SPC_34
ANZ_MIN_SPC_33;CNT_MIN_SPC_33
ANZ_MIN_SPC_32;CNT_MIN_SPC_32
ANZ_MIN_SPC_31;CNT_MIN_SPC_31
ANZ_MIN_SPC_30;CNT_MIN_SPC_30
ANZ_MIN_SPC_2;CNT_MIN_SPC_2
ANZ_MIN_SPC_29;CNT_MIN_SPC_29
ANZ_MIN_SPC_28;CNT_MIN_SPC_28
ANZ_MIN_SPC_27;CNT_MIN_SPC_27
ANZ_MIN_SPC_26;CNT_MIN_SPC_26
ANZ_MIN_SPC_25;CNT_MIN_SPC_25
ANZ_MIN_SPC_24;CNT_MIN_SPC_24
ANZ_MIN_SPC_23;CNT_MIN_SPC_23
ANZ_MIN_SPC_22;CNT_MIN_SPC_22
ANZ_MIN_SPC_21;CNT_MIN_SPC_21
ANZ_MIN_SPC_20;CNT_MIN_SPC_20
ANZ_MIN_SPC_1;CNT_MIN_SPC_1
ANZ_MIN_SPC_19;CNT_MIN_SPC_19
ANZ_MIN_SPC_18;CNT_MIN_SPC_18
ANZ_MIN_SPC_17;CNT_MIN_SPC_17
ANZ_MIN_SPC_16;CNT_MIN_SPC_16
ANZ_MIN_SPC_15;CNT_MIN_SPC_15
ANZ_MIN_SPC_14;CNT_MIN_SPC_14
ANZ_MIN_SPC_13;CNT_MIN_SPC_13
ANZ_MIN_SPC_12;CNT_MIN_SPC_12
ANZ_MIN_SPC_11;CNT_MIN_SPC_11
ANZ_MIN_SPC_10;CNT_MIN_SPC_10
ANZ_MIN_SPC_0;CNT_MIN_SPC_0
ANZ_MAX_SPC_9;CNT_MAX_SPC_9
ANZ_MAX_SPC_8;CNT_MAX_SPC_8
ANZ_MAX_SPC_7;CNT_MAX_SPC_7
ANZ_MAX_SPC_6;CNT_MAX_SPC_6
ANZ_MAX_SPC_5;CNT_MAX_SPC_5
ANZ_MAX_SPC_4;CNT_MAX_SPC_4
ANZ_MAX_SPC_40;CNT_MAX_SPC_40
ANZ_MAX_SPC_3;CNT_MAX_SPC_3
ANZ_MAX_SPC_39;CNT_MAX_SPC_39
ANZ_MAX_SPC_38;CNT_MAX_SPC_38
ANZ_MAX_SPC_37;CNT_MAX_SPC_37
ANZ_MAX_SPC_36;CNT_MAX_SPC_36
ANZ_MAX_SPC_35;CNT_MAX_SPC_35
ANZ_MAX_SPC_34;CNT_MAX_SPC_34
ANZ_MAX_SPC_33;CNT_MAX_SPC_33
ANZ_MAX_SPC_32;CNT_MAX_SPC_32
ANZ_MAX_SPC_31;CNT_MAX_SPC_31
ANZ_MAX_SPC_30;CNT_MAX_SPC_30
ANZ_MAX_SPC_2;CNT_MAX_SPC_2
ANZ_MAX_SPC_29;CNT_MAX_SPC_29
ANZ_MAX_SPC_28;CNT_MAX_SPC_28
ANZ_MAX_SPC_27;CNT_MAX_SPC_27
ANZ_MAX_SPC_26;CNT_MAX_SPC_26
